# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = tmpys6ezil1_model
# start_datetime = 2026-05-28 21:48:57 UTC
# method = pathfinder
#   pathfinder
#     init_alpha = 0.001 (Default)
#     tol_obj = 1e-12 (Default)
#     tol_rel_obj = 10000 (Default)
#     tol_grad = 1e-08 (Default)
#     tol_rel_grad = 1e+07 (Default)
#     tol_param = 1e-08 (Default)
#     history_size = 5 (Default)
#     num_psis_draws = 1000 (Default)
#     num_paths = 4 (Default)
#     save_single_paths = false (Default)
#     psis_resample = true (Default)
#     calculate_lp = true (Default)
#     max_lbfgs_iters = 1000 (Default)
#     num_draws = 1000 (Default)
#     num_elbo_draws = 25 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/k_/lm3f3ty933bgx8bfm0dsx7cr0000gn/T/tmp24rl7p3e/7rtpxpua.json
# init = 2 (Default)
# random
#   seed = 12
# output
#   file = /Users/madelynandersen/Documents/VB Bakeoff/simpleVI/paper_vignettes/stan_conj1dgaussian_demo/cmdstan_output/1dgaussian-20260528174857.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = --filename-in-msg=1dgaussian.stan
lp_approx__,lp__,path__,mu
1.3187186, -146.01849, 1, 3.0234545
1.3415036, -145.99571, 1, 3.0304543
0.41132615, -146.92589, 1, 3.1989491
1.3143102, -146.0229, 1, 3.0222517
1.3186377, -146.01857, 1, 3.0955721
1.2664187, -146.07079, 1, 3.0110735
0.24923921, -147.08797, 1, 2.9088804
0.24923921, -147.08797, 1, 2.9088804
1.2942783, -146.04293, 1, 3.0172151
1.307135, -146.03008, 1, 3.0203731
1.379522, -145.95769, 1, 3.068639
0.8651101, -146.4721, 1, 3.1613387
1.265991, -146.07122, 1, 3.0109853
0.037711461, -147.2995, 1, 3.2235661
0.74542563, -146.59179, 1, 2.9465236
0.89432524, -146.44289, 1, 3.1584285
0.20047741, -147.13673, 1, 2.9056774
1.1293611, -146.20785, 1, 3.1308197
1.1293611, -146.20785, 1, 3.1308197
1.0079303, -146.32928, 1, 2.9728154
1.0129838, -146.32423, 1, 2.9734003
1.3836784, -145.95353, 1, 3.0588992
1.0724047, -146.26481, 1, 2.980602
1.0724047, -146.26481, 1, 2.980602
1.3019995, -146.03521, 1, 3.0999221
1.2112438, -146.12597, 1, 3.1182278
0.65639175, -146.68082, 1, 2.9389009
1.3788734, -145.95834, 1, 3.049681
1.3550735, -145.98214, 1, 3.0355771
1.3813853, -145.95583, 1, 3.0527035
1.1138542, -146.22336, 1, 2.9860425
-0.011497101, -147.34871, 1, 3.2265382
1.381373, -145.95584, 1, 3.0663188
0.45376131, -146.88345, 1, 3.1958723
-0.50142867, -147.83864, 1, 3.2536637
1.2135534, -146.12366, 1, 3.1178332
0.55973581, -146.77748, 1, 3.187867
1.0714078, -146.2658, 1, 3.1385283
1.3780798, -145.95913, 1, 3.0701003
1.355114, -145.9821, 1, 3.0834101
0.40361601, -146.9336, 1, 3.1995008
1.3721709, -145.96504, 1, 3.074684
1.3570559, -145.98016, 1, 3.0364205
0.73010491, -146.60711, 1, 2.9451757
1.3836736, -145.95354, 1, 3.0588238
-0.15301689, -147.49023, 1, 2.8841989
-0.15301689, -147.49023, 1, 2.8841989
1.3368564, -146.00036, 1, 3.0901078
0.56853452, -146.76868, 1, 3.1871798
1.3629979, -145.97421, 1, 3.0798474
1.2752648, -146.06195, 1, 3.1060683
1.1054391, -146.23177, 1, 2.9849059
0.92458495, -146.41263, 1, 3.1553212
0.92458495, -146.41263, 1, 3.1553212
1.0722941, -146.26492, 1, 2.980588
1.268521, -146.06869, 1, 3.0115095
1.1783403, -146.15887, 1, 3.1235857
1.3046357, -146.03258, 1, 3.0992646
1.3046357, -146.03258, 1, 3.0992646
1.1832781, -146.15393, 1, 3.1228106
1.373602, -145.96361, 1, 3.0737102
1.3733459, -145.96387, 1, 3.0451148
1.3733459, -145.96387, 1, 3.0451148
0.58866193, -146.74855, 1, 2.9334104
1.1294098, -146.2078, 1, 2.9881913
0.37967278, -146.95754, 1, 3.2012006
-1.6840091, -149.02122, 1, 2.8118168
1.355064, -145.98215, 1, 3.083431
1.2524226, -146.08479, 1, 3.0082652
0.50172916, -146.83548, 1, 3.1923086
-0.33510906, -147.67232, 1, 3.2449008
1.1749081, -146.1623, 1, 3.124119
1.0041847, -146.33303, 1, 3.1466197
1.3795532, -145.95766, 1, 3.0686047
1.1814269, -146.15579, 1, 2.9959018
0.40339225, -146.93382, 1, 3.1995168
1.1080432, -146.22917, 1, 2.9852557
-0.27322213, -147.61043, 1, 2.8774717
1.320827, -146.01638, 1, 3.09496
1.0314018, -146.30581, 1, 2.9755664
1.0314018, -146.30581, 1, 2.9755664
1.1777688, -146.15944, 1, 2.9953293
1.3370967, -146.00012, 1, 3.028975
1.3370967, -146.00012, 1, 3.028975
1.3611026, -145.97611, 1, 3.0807584
1.3347332, -146.00248, 1, 3.0282104
1.3421424, -145.99507, 1, 3.030675
1.3421424, -145.99507, 1, 3.030675
0.83371429, -146.5035, 1, 2.9546281
1.378044, -145.95917, 1, 3.070134
1.1738253, -146.16339, 1, 3.1242864
1.1833825, -146.15383, 1, 2.99621
1.3197477, -146.01746, 1, 3.0237411
1.3009798, -146.03623, 1, 3.0188306
1.1303288, -146.20688, 1, 2.9883203
1.150912, -146.1863, 1, 2.9912728
1.249701, -146.08751, 1, 3.0077368
-0.41188265, -147.74909, 1, 2.870008
1.3716789, -145.96553, 1, 3.0439995
0.75354889, -146.58366, 1, 3.1717593
1.2727102, -146.0645, 1, 3.0123904
0.80107476, -146.53614, 1, 2.951561
1.1764704, -146.16074, 1, 2.9951273
1.1764704, -146.16074, 1, 2.9951273
